uri,name,minValue,maxValue,lwrBound,uprBound
https://cropontology.org/term/CO_356:1000154,MUST_Y,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000155,NOD_TENDRIL_1,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000156,NB_BUDS_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000157,NB_CANES_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000158,NB_CLUST_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000159,NB_INFLO_ALL_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000160,FERT_NCP,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000161,FERT_SHOOT_I,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000162,FERT_SHOOT_II,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000163,LEAV_NB_SHOOT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000164,NB_NCP_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000165,NB_PLANT_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000166,NB_SHOOT_I_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000167,NB_SBUDS_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000169,SEED_NB,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000170,NB_SHOOT_II_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000171,BLACKR_BER_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000172,PM_BER_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000173,FRUITSET_OIV_501,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000174,BOTRY_BER_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000175,NOBROT_BER_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000176,UN_BER_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000177,COL_BER_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000178,FRUITSET_%,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000181,OPEN_FLO_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000182,SOFT_BER_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000183,PER_SBU,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000184,BERRY_pH,0,14,2,5
https://cropontology.org/term/CO_356:1000185,MUST_pH,0,14,NA,NA
https://cropontology.org/term/CO_356:1000186,WINE_pH,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000187,BERRY_K,0,NA,NA,NA
https://cropontology.org/term/CO_356:1000188,MUST_K,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000189,WINE_K,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000190,PRUN_FW_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000191,RES_CL_OIV_402,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000192,RES_D_OIV_403,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000193,RES_IC_OIV_401,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000194,WINE_RES_SUG,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000195,MORPHO_OIV_553,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000196,MORPHO_OIV_552,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000197,CANES_Y_OIV_551,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000198,MORPHO_OIV_006,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000199,MORPHO_OIV_015-1,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000200,MORPHO_OIV_007,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000201,MORPHO_OIV_009,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000202,MORPHO_OIV_008,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000203,MORPHO_OIV_010,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000204,SHOOT_DIAM,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000205,MORPHO_OIV_012,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000206,MORPHO_OIV_011,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000207,MORPHO_OIV_014,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000208,MORPHO_OIV_013,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000209,MORPHO_OIV_155,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000210,MORPHO_OIV_015-2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000211,SHOOT_L,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000212,MORPHO_OIV_017,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000213,MORPHO_OIV_016,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000214,SBER_VOL_mL,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000215,SBER_W_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000216,SSEEDW_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000217,BERRY_SUG_g,0,NA,NA,NA
https://cropontology.org/term/CO_356:1000218,MUST_SUG_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000219,MUST_SUG_OIV_505,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000220,PM_LEAF_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000221,UN_LEAF_PC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000222,BERRY_TART_meq,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000223,MUST_TART_meq,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000224,WINE_TART,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000225,SENESC_OIV_306,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000226,BUDB_OIV_301,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000227,VER_OIV_303,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000228,WOODM_OIV_305,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000229,FLO_OIV_302,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000230,MAT_OIV_304,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000231,BERRY_TA_meq,0,NA,NA,NA
https://cropontology.org/term/CO_356:1000232,MUST_TA_meq,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000233,WINE_TA,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000234,MUST_TA_OIV_506,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000235,MUST_DO280,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000236,WINE_DO280,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000237,BERRY_DO280,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000238,SO2_TOT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000239,TSS,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000240,SHOOT_G_OIV_351,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000241,MORPHO_OIV_101,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000242,MORPHO_OIV_106,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000243,MORPHO_OIV_105,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000244,MORPHO_OIV_104,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000245,MORPHO_OIV_103,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000246,MORPHO_OIV_102,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000247,YIELD_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000248,YIELD_OIV_504,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000249,MORPHO_OIV_051,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000250,MORPHO_OIV_054,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000251,MORPHO_OIV_056,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000252,MORPHO_OIV_053,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000253,MORPHO_OIV_055,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000254,MORPHO_OIV_001,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000255,MORPHO_OIV_002,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000256,MORPHO_OIV_005,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000257,MORPHO_OIV_004,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000258,MORPHO_OIV_003,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000259,NB_SHOOTS_SPURS_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000260,NB_INFLO_I_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000261,NB_INFLO_SPURS_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000262,NB_INFLO_II_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000263,NB_INFLO_NCP_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000264,NB_SHOOT_ALL_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000265,FERT_SPURS,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000266,FERT_GLOB,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000267,FERT_PRIM,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000268,NB_SHOOT_ALL_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000269,LEAF_A_PLANT,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000270,NB_BUDS_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000271,NB_CLUST_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000272,NB_INFLO_ALL_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000273,NB_NCP_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000275,NB_SHOOT_I_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000276,NB_SBUDS_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000277,NB_SHOOT_II_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000278,NB_INFLO_I_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000279,NB_INFLO_II_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000280,NB_INFLO_NCP_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000281,NB_INFLO_SPURS_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000282,NB_SHOOTS_SPURS_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000283,DM_SPOR%DISK_DIVILOV,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000284,DM_SPOR%DISK_PERESSOTTI,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000285,DM_HRnecrosis,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000286,DM_SCORE_DISK,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000287,DM_SCORE_VINEYARD,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000288,HARVEST_DATE,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000289,HARVEST_DOY,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000290,PRUN_FW_M2,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000291,MUST_MAL_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000292,MUST_TART_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000294,MUST_MAL_HPLC_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000295,MUST_TART_HPLC_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000296,MUST_K_IC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000297,BER_K_HPLC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000298,BER_MAL_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000299,BER_MAL_HPLC,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000300,BER_TART_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000301,BER_TART_HPLC_g,NA,NA,NA,NA
https://cropontology.org/term/CO_356:1000302,BER_TA_g,NA,NA,NA,NA
